instance_id,n,p,replicate,qubit,c_i,theta_i
ER_n009_p070_r02,9,0.7,2,1,0.999999,3.13959265325652
ER_n009_p070_r02,9,0.7,2,2,0.37266138738172,1.3132824190787127
ER_n009_p070_r02,9,0.7,2,3,0.14731374031535122,0.7878477821155532
ER_n009_p070_r02,9,0.7,2,4,0.49999996326208496,1.5707962533190665
ER_n009_p070_r02,9,0.7,2,5,0.8526862035308297,2.3537447130349074
ER_n009_p070_r02,9,0.7,2,6,0.999999,3.13959265325652
ER_n009_p070_r02,9,0.7,2,7,0.6273387281776043,1.8283104735104747
ER_n009_p070_r02,9,0.7,2,8,0.49999996326193147,1.5707962533187594
ER_n009_p070_r03,9,0.7,3,0,0.999999,3.13959265325652
ER_n009_p070_r03,9,0.7,3,1,1e-06,0.0020000003333334833
ER_n009_p070_r03,9,0.7,3,2,0.7015016081825981,1.985592302862638
ER_n009_p070_r03,9,0.7,3,3,0.2984962069093223,1.1559955760029201
ER_n009_p070_r03,9,0.7,3,4,1e-06,0.0020000003333334833
ER_n009_p070_r03,9,0.7,3,5,0.999999,3.13959265325652
ER_n009_p070_r03,9,0.7,3,6,0.999999,3.13959265325652
ER_n009_p070_r03,9,0.7,3,7,1e-06,0.0020000003333334833
ER_n009_p070_r03,9,0.7,3,8,0.999999,3.13959265325652
ER_n009_p070_r04,9,0.7,4,0,0.34112822111080854,1.2474475611964575
ER_n009_p070_r04,9,0.7,4,1,0.999999,3.13959265325652
ER_n009_p070_r04,9,0.7,4,2,1e-06,0.0020000003333334833
ER_n009_p070_r04,9,0.7,4,3,0.3411282211105804,1.2474475611959766
ER_n009_p070_r04,9,0.7,4,4,1e-06,0.0020000003333334833
ER_n009_p070_r04,9,0.7,4,5,0.31775561951635717,1.1977125891452998
ER_n009_p070_r04,9,0.7,4,6,0.999999,3.13959265325652
ER_n009_p070_r04,9,0.7,4,7,0.999999,3.13959265325652
ER_n009_p070_r04,9,0.7,4,8,0.999999,3.13959265325652
ER_n009_p070_r05,9,0.7,5,0,0.5000002494264567,1.5707968256478102
ER_n009_p070_r05,9,0.7,5,1,0.32128671409168197,1.205285341012043
ER_n009_p070_r05,9,0.7,5,2,0.7622425772132062,2.1229066364147577
ER_n009_p070_r05,9,0.7,5,3,0.3212864940049437,1.2052848697045389
ER_n009_p070_r05,9,0.7,5,4,0.2377574833271005,1.0186861593853032
ER_n009_p070_r05,9,0.7,5,5,0.6787136774919036,1.9363081511393863
ER_n009_p070_r05,9,0.7,5,6,0.5000002494264476,1.570796825647792
ER_n009_p070_r05,9,0.7,5,7,0.999999,3.13959265325652
ER_n009_p070_r05,9,0.7,5,8,0.6787136774919029,1.9363081511393847
ER_n009_p070_r06,9,0.7,6,0,0.41251856413583377,1.3949282687039273
ER_n009_p070_r06,9,0.7,6,1,0.44550390087739605,1.4615871749476574
ER_n009_p070_r06,9,0.7,6,2,0.5874819201415928,1.7466653686147908
ER_n009_p070_r06,9,0.7,6,3,0.5200322101891555,1.6108714732086695
ER_n009_p070_r06,9,0.7,6,4,0.4125177802099187,1.3949266762889247
ER_n009_p070_r06,9,0.7,6,5,1e-06,0.0020000003333334833
ER_n009_p070_r06,9,0.7,6,6,0.5544964937523048,1.6800062726316811
ER_n009_p070_r06,9,0.7,6,7,0.4799680367369888,1.5307216746302408
ER_n009_p070_r06,9,0.7,6,8,0.5874821944451487,1.7466659258168498
ER_n009_p070_r07,9,0.7,7,0,0.4472053347104626,1.4650098008034447
ER_n009_p070_r07,9,0.7,7,1,0.44722000909645,1.465039314516357
ER_n009_p070_r07,9,0.7,7,2,0.521282628653434,1.6133744478893866
ER_n009_p070_r07,9,0.7,7,3,0.44721739426749935,1.4650340554743997
ER_n009_p070_r07,9,0.7,7,4,0.5527799575999827,1.6765532720920726
ER_n009_p070_r07,9,0.7,7,5,0.44721476802703714,1.4650287734782277
ER_n009_p070_r07,9,0.7,7,6,0.4787172005708704,1.5282178638391803
ER_n009_p070_r07,9,0.7,7,7,0.4472049811183448,1.465009089643672
ER_n009_p070_r07,9,0.7,7,8,0.44721999284016134,1.465039281821109
ER_n009_p070_r08,9,0.7,8,0,0.22051922880171512,0.9776634267399085
ER_n009_p070_r08,9,0.7,8,1,1e-06,0.0020000003333334833
ER_n009_p070_r08,9,0.7,8,2,0.779481043477054,2.1639298835815235
ER_n009_p070_r08,9,0.7,8,3,0.22051922880159322,0.9776634267396145
ER_n009_p070_r08,9,0.7,8,4,0.7794810434771756,2.1639298835818166
ER_n009_p070_r08,9,0.7,8,5,0.999999,3.13959265325652
ER_n009_p070_r08,9,0.7,8,6,0.999999,3.13959265325652
ER_n009_p070_r08,9,0.7,8,7,0.999999,3.13959265325652
ER_n009_p070_r08,9,0.7,8,8,1e-06,0.0020000003333334833
ER_n009_p070_r09,9,0.7,9,0,0.7806748467414824,2.1668121208306586
ER_n009_p070_r09,9,0.7,9,1,0.999999,3.13959265325652
ER_n009_p070_r09,9,0.7,9,2,0.21932563831039617,0.9747817049779934
ER_n009_p070_r09,9,0.7,9,3,0.8235184137592537,2.2744879857368474
ER_n009_p070_r09,9,0.7,9,4,0.1764812012574392,0.8671036580056001
ER_n009_p070_r09,9,0.7,9,5,0.8235184137591154,2.274487985736484
ER_n009_p070_r09,9,0.7,9,6,0.13460563935725442,0.7513196297107667
ER_n009_p070_r09,9,0.7,9,7,0.17648120125730227,0.8671036580052409
ER_n009_p070_r09,9,0.7,9,8,0.8653949824248247,2.390274845675958
ER_n012_p010_r00,12,0.1,0,0,1e-06,0.0020000003333334833
ER_n012_p010_r00,12,0.1,0,1,0.6323673700148538,1.8387251644540594
ER_n012_p010_r00,12,0.1,0,2,1e-06,0.0020000003333334833
ER_n012_p010_r00,12,0.1,0,3,0.09598255562209476,0.6299874725066047
ER_n012_p010_r00,12,0.1,0,4,0.6323673700152149,1.8387251644548086
ER_n012_p010_r00,12,0.1,0,5,0.13582304233703846,0.7548797916717743
ER_n012_p010_r00,12,0.1,0,6,0.09598255562209475,0.6299874725066047
ER_n012_p010_r00,12,0.1,0,7,1e-06,0.0020000003333334833
ER_n012_p010_r00,12,0.1,0,8,0.13582304233770615,0.7548797916737232
ER_n012_p010_r00,12,0.1,0,9,0.13582304233760362,0.754879791673424
ER_n012_p010_r00,12,0.1,0,10,0.13582304233750211,0.7548797916731277
ER_n012_p010_r00,12,0.1,0,11,1e-06,0.0020000003333334833
ER_n012_p010_r01,12,0.1,1,0,0.42096374623177046,1.412058014577856
ER_n012_p010_r01,12,0.1,1,1,1e-06,0.0020000003333334833
ER_n012_p010_r01,12,0.1,1,2,0.4099638181863184,1.3897363098567304
ER_n012_p010_r01,12,0.1,1,3,0.44041050746068133,1.4513333940117734
ER_n012_p010_r01,12,0.1,1,4,0.2562895622820345,1.061662775439984
ER_n012_p010_r01,12,0.1,1,5,0.1458643224436196,0.7837498479385964
ER_n012_p010_r01,12,0.1,1,6,1e-06,0.0020000003333334833
ER_n012_p010_r01,12,0.1,1,7,1e-06,0.0020000003333334833
ER_n012_p010_r01,12,0.1,1,8,0.02320543621163955,0.3058574101328912
ER_n012_p010_r01,12,0.1,1,9,0.15633603550874306,0.8129924870427208
ER_n012_p010_r01,12,0.1,1,10,0.14696327209950028,0.7868584404866203
ER_n012_p010_r01,12,0.1,1,11,1e-06,0.0020000003333334833
ER_n012_p010_r02,12,0.1,2,0,1e-06,0.0020000003333334833
ER_n012_p010_r02,12,0.1,2,1,0.13019436108327342,0.7383037185506112
ER_n012_p010_r02,12,0.1,2,2,0.31784538963941694,1.1979053855067316
ER_n012_p010_r02,12,0.1,2,3,0.5127346682166014,1.596268417637204
ER_n012_p010_r02,12,0.1,2,4,0.12915591912973381,0.7352126120294118
ER_n012_p010_r02,12,0.1,2,5,0.12133835373349529,0.7115918522482113
ER_n012_p010_r02,12,0.1,2,6,0.03534623853628967,0.3782630005733694
ER_n012_p010_r02,12,0.1,2,7,0.12133835373386499,0.7115918522493436
ER_n012_p010_r02,12,0.1,2,8,0.0038708016347171656,0.12451194865373993
ER_n012_p010_r02,12,0.1,2,9,0.40213683259306787,1.3737982710465553
ER_n012_p010_r02,12,0.1,2,10,0.035346238536289584,0.378263000573369
ER_n012_p010_r02,12,0.1,2,11,0.1906760541835936,0.9037757578483621
ER_n012_p010_r03,12,0.1,3,0,0.999999,3.13959265325652
ER_n012_p010_r03,12,0.1,3,1,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,2,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,3,0.999999,3.13959265325652
ER_n012_p010_r03,12,0.1,3,4,0.999999,3.13959265325652
ER_n012_p010_r03,12,0.1,3,5,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,6,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,7,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,8,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,9,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,10,1e-06,0.0020000003333334833
ER_n012_p010_r03,12,0.1,3,11,1e-06,0.0020000003333334833
ER_n012_p010_r04,12,0.1,4,0,0.19770451062465016,0.9215440594592086
ER_n012_p010_r04,12,0.1,4,1,0.19770451062464983,0.9215440594592077
ER_n012_p010_r04,12,0.1,4,2,1e-06,0.0020000003333334833
ER_n012_p010_r04,12,0.1,4,3,0.1977045106242512,0.9215440594582068
ER_n012_p010_r04,12,0.1,4,4,0.20344873066428668,0.9358894528017739
ER_n012_p010_r04,12,0.1,4,5,0.4068984828750116,1.3835001579206367
ER_n012_p010_r04,12,0.1,4,6,0.19770451062397268,0.9215440594575075
ER_n012_p010_r04,12,0.1,4,7,0.20344873066357477,0.9358894528000055
ER_n012_p010_r04,12,0.1,4,8,0.19770451062397232,0.9215440594575065
ER_n012_p010_r04,12,0.1,4,9,0.19770451062425223,0.9215440594582095
ER_n012_p010_r04,12,0.1,4,10,1e-06,0.0020000003333334833
ER_n012_p010_r04,12,0.1,4,11,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,0,0.999999,3.13959265325652
ER_n012_p010_r05,12,0.1,5,1,0.999999,3.13959265325652
ER_n012_p010_r05,12,0.1,5,2,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,3,0.999999,3.13959265325652
ER_n012_p010_r05,12,0.1,5,4,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,5,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,6,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,7,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,8,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,9,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,10,1e-06,0.0020000003333334833
ER_n012_p010_r05,12,0.1,5,11,1e-06,0.0020000003333334833
ER_n012_p010_r06,12,0.1,6,0,1e-06,0.0020000003333334833
ER_n012_p010_r06,12,0.1,6,1,0.2386179619242678,1.0207061835291618
ER_n012_p010_r06,12,0.1,6,2,1e-06,0.0020000003333334833
ER_n012_p010_r06,12,0.1,6,3,0.23861796192426726,1.0207061835291606
ER_n012_p010_r06,12,0.1,6,4,1e-06,0.0020000003333334833
ER_n012_p010_r06,12,0.1,6,5,0.1903436685950053,0.9029293538408611
ER_n012_p010_r06,12,0.1,6,6,1e-06,0.0020000003333334833
ER_n012_p010_r06,12,0.1,6,7,0.1903436685949389,0.902929353840692
ER_n012_p010_r06,12,0.1,6,8,0.38068532455206355,1.3298421451989613
ER_n012_p010_r06,12,0.1,6,9,0.19034366859476637,0.9029293538402525
ER_n012_p010_r06,12,0.1,6,10,0.190343668594796,0.902929353840328
ER_n012_p010_r06,12,0.1,6,11,0.3806853245520998,1.3298421451990357
ER_n012_p010_r07,12,0.1,7,0,0.3806853245520431,1.329842145198919
ER_n012_p010_r07,12,0.1,7,1,0.19034366859485208,0.9029293538404709
ER_n012_p010_r07,12,0.1,7,2,0.23861796192428805,1.0207061835292093
ER_n012_p010_r07,12,0.1,7,3,0.19034366859483287,0.9029293538404218
ER_n012_p010_r07,12,0.1,7,4,0.3806853245520416,1.329842145198916
ER_n012_p010_r07,12,0.1,7,5,0.19034366859482868,0.9029293538404113
ER_n012_p010_r07,12,0.1,7,6,1e-06,0.0020000003333334833
ER_n012_p010_r07,12,0.1,7,7,1e-06,0.0020000003333334833
ER_n012_p010_r07,12,0.1,7,8,0.19034366859481067,0.9029293538403653
ER_n012_p010_r07,12,0.1,7,9,0.23861796192428866,1.0207061835292108
ER_n012_p010_r07,12,0.1,7,10,1e-06,0.0020000003333334833
ER_n012_p010_r07,12,0.1,7,11,1e-06,0.0020000003333334833
ER_n012_p010_r08,12,0.1,8,0,0.12313602511711207,0.717079961632271
ER_n012_p010_r08,12,0.1,8,1,1e-06,0.0020000003333334833
ER_n012_p010_r08,12,0.1,8,2,0.10316193189913186,0.653968035867988
ER_n012_p010_r08,12,0.1,8,3,0.12313602511641729,0.7170799616301565
ER_n012_p010_r08,12,0.1,8,4,0.12313602511662278,0.7170799616307819
ER_n012_p010_r08,12,0.1,8,5,1e-06,0.0020000003333334833
ER_n012_p010_r08,12,0.1,8,6,0.5474015357602117,1.665741984786853
ER_n012_p010_r08,12,0.1,8,7,1e-06,0.0020000003333334833
ER_n012_p010_r08,12,0.1,8,8,0.20632218016555365,0.9430087241080557
ER_n012_p010_r08,12,0.1,8,9,0.12313602511673669,0.7170799616311285
ER_n012_p010_r08,12,0.1,8,10,0.10316193189894834,0.6539680358673847
ER_n012_p010_r08,12,0.1,8,11,0.547401535759401,1.6657419847852244
ER_n012_p010_r09,12,0.1,9,0,0.15321115668182664,0.8043526955888224
ER_n012_p010_r09,12,0.1,9,1,0.20851044921254572,0.9484057940571032
ER_n012_p010_r09,12,0.1,9,2,1e-06,0.0020000003333334833
ER_n012_p010_r09,12,0.1,9,3,0.20851044921225384,0.9484057940563847
ER_n012_p010_r09,12,0.1,9,4,1e-06,0.0020000003333334833
ER_n012_p010_r09,12,0.1,9,5,1e-06,0.0020000003333334833
ER_n012_p010_r09,12,0.1,9,6,1e-06,0.0020000003333334833
ER_n012_p010_r09,12,0.1,9,7,0.417019711305409,1.404064309530065
ER_n012_p010_r09,12,0.1,9,8,0.42976537023805594,1.4298609691951902
ER_n012_p010_r09,12,0.1,9,9,0.4297653702374621,1.429860969193991
ER_n012_p010_r09,12,0.1,9,10,1e-06,0.0020000003333334833
ER_n012_p010_r09,12,0.1,9,11,0.15321115668122795,0.8043526955871602
ER_n012_p030_r00,12,0.3,0,0,1e-06,0.0020000003333334833
ER_n012_p030_r00,12,0.3,0,1,7.514484805283326e-05,0.0173374427615688
ER_n012_p030_r00,12,0.3,0,2,0.2831258589206783,1.122147716722096
ER_n012_p030_r00,12,0.3,0,3,0.1341862028386412,0.7500898886606319
ER_n012_p030_r00,12,0.3,0,4,0.2437192520060279,1.0326310187680958
ER_n012_p030_r00,12,0.3,0,5,0.47380840753104847,1.5183891556673696
ER_n012_p030_r00,12,0.3,0,6,1e-06,0.0020000003333334833
ER_n012_p030_r00,12,0.3,0,7,0.24306046145613702,1.0310958358407456
ER_n012_p030_r00,12,0.3,0,8,0.7562809348570764,2.1089620700700893
ER_n012_p030_r00,12,0.3,0,9,0.6220350789353446,1.8173570636918566
ER_n012_p030_r00,12,0.3,0,10,1e-06,0.0020000003333334833
ER_n012_p030_r00,12,0.3,0,11,0.24371967236736614,1.032631997888719
ER_n012_p030_r01,12,0.3,1,0,0.6716789976270995,1.921286259027716
ER_n012_p030_r01,12,0.3,1,1,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,2,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,3,0.7334289948664627,2.056530784220386
ER_n012_p030_r01,12,0.3,1,4,0.328320973946544,1.2203063340292464
ER_n012_p030_r01,12,0.3,1,5,0.999999,3.13959265325652
ER_n012_p030_r01,12,0.3,1,6,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,7,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,8,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,9,1e-06,0.0020000003333334833
ER_n012_p030_r01,12,0.3,1,10,0.2665709463231055,1.0850617363641248
ER_n012_p030_r01,12,0.3,1,11,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,0,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,1,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,2,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,3,0.999999,3.13959265325652
ER_n012_p030_r02,12,0.3,2,4,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,5,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,6,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,7,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,8,0.999999,3.13959265325652
ER_n012_p030_r02,12,0.3,2,9,1e-06,0.0020000003333334833
ER_n012_p030_r02,12,0.3,2,10,0.999999,3.13959265325652
ER_n012_p030_r02,12,0.3,2,11,1e-06,0.0020000003333334833
ER_n012_p030_r03,12,0.3,3,0,0.3356955699594422,1.2359660676963649
ER_n012_p030_r03,12,0.3,3,1,0.37434237776580975,1.3167574542918958
ER_n012_p030_r03,12,0.3,3,2,0.30565596512470894,1.17158905418299
ER_n012_p030_r03,12,0.3,3,3,0.5057199633903116,1.5822365031177554
ER_n012_p030_r03,12,0.3,3,4,0.3200028529073621,1.202534549220742
ER_n012_p030_r03,12,0.3,3,5,0.31967693438969635,1.2018357745483705
ER_n012_p030_r03,12,0.3,3,6,1e-06,0.0020000003333334833
ER_n012_p030_r03,12,0.3,3,7,1e-06,0.0020000003333334833
ER_n012_p030_r03,12,0.3,3,8,0.3446276617887589,1.2548199315915107
ER_n012_p030_r03,12,0.3,3,9,1e-06,0.0020000003333334833
ER_n012_p030_r03,12,0.3,3,10,1e-06,0.0020000003333334833
ER_n012_p030_r03,12,0.3,3,11,0.4942804895613226,1.5593570564345856
ER_n012_p030_r04,12,0.3,4,0,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,1,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,2,0.999999,3.13959265325652
ER_n012_p030_r04,12,0.3,4,3,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,4,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,5,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,6,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,7,0.999999,3.13959265325652
ER_n012_p030_r04,12,0.3,4,8,0.999999,3.13959265325652
ER_n012_p030_r04,12,0.3,4,9,1e-06,0.0020000003333334833
ER_n012_p030_r04,12,0.3,4,10,0.999999,3.13959265325652
ER_n012_p030_r04,12,0.3,4,11,1e-06,0.0020000003333334833
ER_n012_p030_r05,12,0.3,5,0,3.102561691386877e-06,0.0035228198364502658
ER_n012_p030_r05,12,0.3,5,1,0.9999977983243434,3.1386250435936365
ER_n012_p030_r05,12,0.3,5,2,2.084529351928349e-06,0.0028875808562537826
ER_n012_p030_r05,12,0.3,5,3,3.265985455914749e-06,0.003614409501688821
ER_n012_p030_r05,12,0.3,5,4,0.9999972621971807,3.1382833906399465
ER_n012_p030_r05,12,0.3,5,5,2.781797127865123e-06,0.0033357456181993474
ER_n012_p030_r05,12,0.3,5,6,0.5000003955603699,1.5707971179156366
ER_n012_p030_r05,12,0.3,5,7,0.5000003955607409,1.5707971179163784
ER_n012_p030_r05,12,0.3,5,8,1e-06,0.0020000003333334833
ER_n012_p030_r05,12,0.3,5,9,1e-06,0.0020000003333334833
ER_n012_p030_r05,12,0.3,5,10,2.8436170416776535e-06,0.0033726071440757528
ER_n012_p030_r05,12,0.3,5,11,2.4807501835670033e-06,0.0031500807830552803
ER_n012_p030_r06,12,0.3,6,0,1e-06,0.0020000003333334833
ER_n012_p030_r06,12,0.3,6,1,0.5702798167499293,1.7118229639893905
ER_n012_p030_r06,12,0.3,6,2,1e-06,0.0020000003333334833
ER_n012_p030_r06,12,0.3,6,3,1e-06,0.0020000003333334833
ER_n012_p030_r06,12,0.3,6,4,1e-06,0.0020000003333334833
ER_n012_p030_r06,12,0.3,6,5,0.5702801560815034,1.7118236494577546
ER_n012_p030_r06,12,0.3,6,6,0.268938882389892,1.0904095216128455
ER_n012_p030_r06,12,0.3,6,7,0.4297201868528257,1.429769696878165
ER_n012_p030_r06,12,0.3,6,8,0.29094363630902065,1.139429592471348
ER_n012_p030_r06,12,0.3,6,9,0.13877571827496007,0.763459197494589
ER_n012_p030_r06,12,0.3,6,10,0.30150101515093786,1.1625526322865105
ER_n012_p030_r06,12,0.3,6,11,0.42955761557381594,1.4294412863453063
ER_n012_p030_r07,12,0.3,7,0,0.41970172559625124,1.4095013097649463
ER_n012_p030_r07,12,0.3,7,1,0.20452243049490573,0.9385539975563003
ER_n012_p030_r07,12,0.3,7,2,0.286429413609815,1.1294676925788012
ER_n012_p030_r07,12,0.3,7,3,1e-06,0.0020000003333334833
ER_n012_p030_r07,12,0.3,7,4,0.2938684503683359,1.145859640956652
ER_n012_p030_r07,12,0.3,7,5,1e-06,0.0020000003333334833
ER_n012_p030_r07,12,0.3,7,6,0.7848279206131472,2.176883377141602
ER_n012_p030_r07,12,0.3,7,7,0.5802980849449622,1.7320909599243086
ER_n012_p030_r07,12,0.3,7,8,0.21517201808349012,0.9647091272704112
ER_n012_p030_r07,12,0.3,7,9,1e-06,0.0020000003333334833
ER_n012_p030_r07,12,0.3,7,10,1e-06,0.0020000003333334833
ER_n012_p030_r07,12,0.3,7,11,0.21517204129573778,0.9647091837559207
ER_n012_p030_r08,12,0.3,8,0,0.08318746241185404,0.5851575524463924
ER_n012_p030_r08,12,0.3,8,1,0.6015257301353648,1.7752696267936017
ER_n012_p030_r08,12,0.3,8,2,0.2725133497802889,1.0984540953867592
ER_n012_p030_r08,12,0.3,8,3,0.26917643263554,1.0909451841259719
ER_n012_p030_r08,12,0.3,8,4,1e-06,0.0020000003333334833
ER_n012_p030_r08,12,0.3,8,5,1e-06,0.0020000003333334833
ER_n012_p030_r08,12,0.3,8,6,0.7308236164649067,2.050647580167147
ER_n012_p030_r08,12,0.3,8,7,0.12595753208660806,0.7256248196563632
ER_n012_p030_r08,12,0.3,8,8,1e-06,0.0020000003333334833
ER_n012_p030_r08,12,0.3,8,9,0.40267093265907783,1.3748874210341782
ER_n012_p030_r08,12,0.3,8,10,0.1259575053782404,0.7256247391613404
ER_n012_p030_r08,12,0.3,8,11,0.38818258007743234,1.3452541502192343
ER_n012_p030_r09,12,0.3,9,0,0.06916321219465177,0.5322379043971096
ER_n012_p030_r09,12,0.3,9,1,0.4204884450503708,1.4110952342573977
ER_n012_p030_r09,12,0.3,9,2,0.03901646771123628,0.39766683210239706
ER_n012_p030_r09,12,0.3,9,3,0.04020618577479384,0.40376673293274007
ER_n012_p030_r09,12,0.3,9,4,0.2621993142055199,1.0751487810975218
ER_n012_p030_r09,12,0.3,9,5,0.04020622347839381,0.4037669248647055
ER_n012_p030_r09,12,0.3,9,6,0.6975876351651811,1.9770549704102358
ER_n012_p030_r09,12,0.3,9,7,1e-06,0.0020000003333334833
ER_n012_p030_r09,12,0.3,9,8,1e-06,0.0020000003333334833
ER_n012_p030_r09,12,0.3,9,9,0.5392984656805305,1.6494744057356865
ER_n012_p030_r09,12,0.3,9,10,0.039016467711222046,0.39766683210232356
ER_n012_p030_r09,12,0.3,9,11,0.8528019831688668,2.3540714411243604
ER_n012_p050_r00,12,0.5,0,0,1e-06,0.0020000003333334833
ER_n012_p050_r00,12,0.5,0,1,0.3576576077497434,1.282118736438342
ER_n012_p050_r00,12,0.5,0,2,0.45105675500764764,1.4727528380278545
ER_n012_p050_r00,12,0.5,0,3,1e-06,0.0020000003333334833
ER_n012_p050_r00,12,0.5,0,4,0.4510566850911346,1.472752697520051
ER_n012_p050_r00,12,0.5,0,5,1e-06,0.0020000003333334833
ER_n012_p050_r00,12,0.5,0,6,0.5489432870338588,1.6688399000507017
ER_n012_p050_r00,12,0.5,0,7,1e-06,0.0020000003333334833
ER_n012_p050_r00,12,0.5,0,8,0.548943324958619,1.6688399762662416
ER_n012_p050_r00,12,0.5,0,9,1e-06,0.0020000003333334833
ER_n012_p050_r00,12,0.5,0,10,0.999999,3.13959265325652
ER_n012_p050_r00,12,0.5,0,11,0.642342528068509,1.859474200513139
ER_n012_p050_r01,12,0.5,1,0,1e-06,0.0020000003333334833
ER_n012_p050_r01,12,0.5,1,1,0.3991066672830572,1.3676145577193934
ER_n012_p050_r01,12,0.5,1,2,0.027358835621882925,0.3323374397428442
ER_n012_p050_r01,12,0.5,1,3,0.5978861655960543,1.7678412863236754
ER_n012_p050_r01,12,0.5,1,4,1e-06,0.0020000003333334833
ER_n012_p050_r01,12,0.5,1,5,0.2539479360830589,1.0562911728445323
ER_n012_p050_r01,12,0.5,1,6,0.708728948132718,2.001442314674456
ER_n012_p050_r01,12,0.5,1,7,0.29127101939195166,1.1401502674385808
ER_n012_p050_r01,12,0.5,1,8,0.253947936083147,1.0562911728447348
ER_n012_p050_r01,12,0.5,1,9,0.9726412089359283,2.8092554869954958
ER_n012_p050_r01,12,0.5,1,10,0.09300222264844066,0.6197984380599666
ER_n012_p050_r01,12,0.5,1,11,0.40211380932909674,1.3737513161268429
ER_n012_p050_r02,12,0.5,2,0,0.6253481231563258,1.824195728865286
ER_n012_p050_r02,12,0.5,2,1,0.095846173607186,0.6295243343991223
ER_n012_p050_r02,12,0.5,2,2,0.6969104744147966,1.9755811141933997
ER_n012_p050_r02,12,0.5,2,3,0.37465184403731017,1.31739685694737
ER_n012_p050_r02,12,0.5,2,4,0.3158337122813199,1.1935814643009066
ER_n012_p050_r02,12,0.5,2,5,0.41213809122125467,1.394155348263965
ER_n012_p050_r02,12,0.5,2,6,0.4651127236544597,1.5009650336097375
ER_n012_p050_r02,12,0.5,2,7,0.21905481915588307,0.9741270745594921
ER_n012_p050_r02,12,0.5,2,8,0.09774552802210126,0.6359480985919211
ER_n012_p050_r02,12,0.5,2,9,0.4201035102614058,1.410315392653181
ER_n012_p050_r02,12,0.5,2,10,0.070011981880746,0.5355736131493921
ER_n012_p050_r02,12,0.5,2,11,0.20724168129915846,0.9452791112396115
ER_n012_p050_r03,12,0.5,3,0,0.4924393325157128,1.555674415506122
ER_n012_p050_r03,12,0.5,3,1,0.34513578635209935,1.255888925594822
ER_n012_p050_r03,12,0.5,3,2,0.49244914711275695,1.5556940469418366
ER_n012_p050_r03,12,0.5,3,3,0.4924496018498782,1.5556949565197988
ER_n012_p050_r03,12,0.5,3,4,0.4924388650637461,1.5556734804952785
ER_n012_p050_r03,12,0.5,3,5,0.5365112882477153,1.6438839558476719
ER_n012_p050_r03,12,0.5,3,6,0.999999,3.13959265325652
ER_n012_p050_r03,12,0.5,3,7,0.34512747314138087,1.255871439235417
ER_n012_p050_r03,12,0.5,3,8,1e-06,0.0020000003333334833
ER_n012_p050_r03,12,0.5,3,9,1e-06,0.0020000003333334833
ER_n012_p050_r03,12,0.5,3,10,1e-06,0.0020000003333334833
ER_n012_p050_r03,12,0.5,3,11,1e-06,0.0020000003333334833
ER_n012_p050_r04,12,0.5,4,0,1e-06,0.0020000003333334833
ER_n012_p050_r04,12,0.5,4,1,0.4266267142258185,1.4235178979121317
ER_n012_p050_r04,12,0.5,4,2,0.4551673829556019,1.4810105066874504
