method,num_instances,mean_delta_energy,median_delta_energy,energy_improvement_rate,mean_delta_energy_variance,median_delta_energy_variance,energy_variance_improvement_rate,mean_delta_p_ground,median_delta_p_ground,pground_improvement_rate,mean_delta_expected_feasible_energy,median_delta_expected_feasible_energy,expected_feasible_energy_improvement_rate,mean_delta_feasible_energy_variance,median_delta_feasible_energy_variance,feasible_energy_variance_improvement_rate,mean_delta_p_feas,median_delta_p_feas,pfeas_improvement_rate,mean_sdp_time,mean_warm_simulation_time,mean_base_simulation_time
warm_start_sdp,120,-0.407048965628813,-0.3474540768768237,0.975,-0.3073375149630929,-0.28783228968326374,0.975,0.3083902460162022,0.2614867534643194,0.9666666666666667,-0.3438404614875782,-0.2829756031059326,0.925,-0.22467254023943972,-0.2219000330508576,0.9166666666666666,0.042562037123837666,0.032497969298553295,0.9833333333333333,0.11044046083407008,0.9767680000002049,0.6206544925000343
