instance_id,path,n,p,replicate,num_edges,density_realized,T,N_steps,dt,angle_scale,common_time,sdp_time,base_simulation_time,warm_simulation_time,sdp_status,sdp_solver,sdp_objective,sdp_solver_time,sdp_num_iters,clip_eps,warm_c_min,warm_c_max,warm_c_mean,warm_c_std,base_max_norm_deviation,base_raw_max_norm_deviation,warm_max_norm_deviation,warm_raw_max_norm_deviation,evolution_method,warm_mixer_type,ode_method,ode_rtol,ode_atol,base_final_expected_energy,base_energy_variance,base_ground_energy,base_ground_state_probability,base_expected_feasible_energy,base_feasible_energy_variance,base_feasibility_probability,warm_final_expected_energy,warm_energy_variance,warm_ground_energy,warm_ground_state_probability,warm_expected_feasible_energy,warm_feasible_energy_variance,warm_feasibility_probability,delta_energy,delta_energy_variance,delta_expected_feasible_energy,delta_feasible_energy_variance,delta_p_ground,delta_p_feas
ER_n006_p030_r00,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r00.edgelist,6,0.3,0,6,0.4,10.0,100,0.1,1.0,0.0006628000119235367,0.022409999975934625,0.11352519999491051,0.2623351000074763,optimal,SCS,-3.000013530483253,0.0024702,100,1e-06,1e-06,0.999999,0.49999999999999994,0.5477214620600511,2.220446049250313e-16,3.810285420513537e-13,2.220446049250313e-16,1.2012613126444194e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.38211387506306,0.44548367307885905,-3.0,0.4796616146021567,-2.4396231029857867,0.36797866448688527,0.9632141289434812,-2.9999997041169117,9.462050948552307e-07,-3.0,0.9999998363838953,-2.99999987082719,1.2917280424930275e-07,0.9999999655566951,-0.6178858290538516,-0.4454827268737642,-0.5603767678414036,-0.36797853531408103,0.5203382217817386,0.036785836613213885
ER_n006_p030_r01,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r01.edgelist,6,0.3,1,5,0.3333333333333333,10.0,100,0.1,1.0,0.0005455000209622085,0.025666100002126768,0.08753339998656884,0.17925270000705495,optimal,SCS,-2.0000091571940866,0.0086562,425,1e-06,1e-06,0.7367827179052292,0.3333336977397312,0.23737009451689198,2.220446049250313e-16,4.936051567483446e-13,2.220446049250313e-16,9.08162434143378e-14,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.8142361744537223,0.17253910620011786,-2.0,0.8245742069884655,-1.9105453757711586,0.08852921868119902,0.9020773183068199,-1.8848485527344856,0.1061088778321092,-2.0,0.8868955750455436,-1.9303964078876192,0.06641247323080048,0.9523985179451178,-0.07061237828076328,-0.06643022836800866,-0.019851032116460665,-0.022116745450398545,0.06232136805707811,0.05032119963829784
ER_n006_p030_r02,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r02.edgelist,6,0.3,2,1,0.06666666666666667,10.0,100,0.1,1.0,0.0006265999982133508,0.0247844000114128,0.1154746999964118,0.2348725000047125,optimal,SCS,-2.0000191270658823,0.0041241,150,1e-06,1e-06,0.999999,0.33333366666666664,0.5163967466987632,2.220446049250313e-16,9.339196083146817e-13,2.220446049250313e-16,5.306866057708248e-14,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.3113278419360628,0.39407574834129255,-2.0,0.40057862844731407,-1.3771678733313581,0.3216195247993204,0.952575854294758,-1.9999998808524853,1.8521161074779162e-07,-2.0,0.9999999028739807,-1.9999999138849396,8.611505687233797e-08,0.9999999889890384,-0.6886720389164225,-0.3940755631296818,-0.6228320405535814,-0.3216194386842635,0.5994212744266666,0.04742413469428042
ER_n006_p030_r03,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r03.edgelist,6,0.3,3,3,0.2,10.0,100,0.1,1.0,0.0005355999746825546,0.03695720000541769,0.10977890001959167,0.25985259999288246,optimal,SCS,-2.00001573124201,0.01492,400,1e-06,1e-06,0.999999,0.3333337061981216,0.36514764137336997,2.220446049250313e-16,7.16093850883226e-13,2.220446049250313e-16,9.00390872971002e-14,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.767617653014831,0.21762847031912913,-2.0,0.786550524885222,-1.8467485120886797,0.14653015860871865,0.9198013598884095,-1.9056157823354427,0.08559862263813142,-2.0,0.9056464857813431,-1.941885968251454,0.054736796066981036,0.9615245516998572,-0.13799812932061162,-0.1320298476809977,-0.09513745616277425,-0.09179336254173762,0.11909596089612107,0.04172319181144768
ER_n006_p030_r04,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r04.edgelist,6,0.3,4,4,0.26666666666666666,10.0,100,0.1,1.0,0.0006763999990653247,0.026029500004369766,0.14152350000222214,0.2080361999978777,optimal,SCS,-3.000025797604226,0.0034116,100,1e-06,1e-06,0.999999,0.49999999999999994,0.5477214620600511,2.220446049250313e-16,6.061817714453355e-13,2.220446049250313e-16,1.2068124277675452e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.5547646449215597,0.518426257498291,-3.0,0.6726542017716587,-2.5839530450523718,0.4465324725591174,0.9889452599700728,-2.9999996331488474,1.3175603564898636e-06,-3.0,0.9999998232913045,-2.9999998708271574,1.29172837204381e-07,0.9999999524641356,-0.4452349882272877,-0.5184249399379345,-0.4160468257747856,-0.4465323433862802,0.32734562151964586,0.011054692494062879
ER_n006_p030_r05,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r05.edgelist,6,0.3,5,4,0.26666666666666666,10.0,100,0.1,1.0,0.0006920000014360994,0.031111099990084767,0.11168480000924319,0.22454579998156987,optimal,SCS,-2.0000141192309258,0.0108651,450,1e-06,1e-06,0.4999999259027877,0.3333338384986492,0.183110963833163,2.220446049250313e-16,6.064038160502605e-13,2.220446049250313e-16,1.2723155862204294e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.781981861117214,0.20735352218701347,-2.0,0.800009485183152,-1.8515963636504666,0.14200055597765818,0.9308858520017583,-1.8032386439217805,0.18293983505095843,-2.0,0.8156394611792362,-1.8481199797570262,0.1393646666296278,0.9557572231344544,-0.021256782804566443,-0.024413687136055046,0.0034763838934404045,-0.0026358893480303847,0.01562997599608429,0.024871371132696107
ER_n006_p030_r06,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r06.edgelist,6,0.3,6,4,0.26666666666666666,10.0,100,0.1,1.0,0.0005564999883063138,0.03329890000168234,0.11012080000364222,0.23634030000539497,optimal,SCS,-2.0000141192308876,0.0130922,450,1e-06,1e-06,0.4999999259028919,0.33333383849862064,0.18311096383313846,2.220446049250313e-16,6.064038160502605e-13,2.220446049250313e-16,1.2745360322696797e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.7819818611172138,0.20735352218701328,-2.0,0.800009485183152,-1.8515963636504669,0.14200055597765793,0.9308858520017583,-1.8032386439219534,0.18293983505080622,-2.0,0.8156394611793856,-1.8481199797572214,0.13936466662947447,0.9557572231344207,-0.021256782804739638,-0.024413687136207063,0.0034763838932454494,-0.0026358893481834567,0.015629975996233614,0.024871371132662357
ER_n006_p030_r07,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r07.edgelist,6,0.3,7,7,0.4666666666666667,10.0,100,0.1,1.0,0.0006309000018518418,0.023316599981626496,0.116358900006162,0.23576880001928657,optimal,SCS,-3.000009895222305,0.0027585,100,1e-06,1e-06,0.999999,0.5000000000000001,0.5477214620600511,2.220446049250313e-16,2.795541576006144e-13,2.220446049250313e-16,1.2001510896197942e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.3170376345986017,0.42464802372616234,-3.0,0.4164384801562637,-2.396649600131697,0.3297330713787075,0.9453392406505874,-2.9999997750849308,5.748501199331729e-07,-3.0,0.9999998494764778,-2.9999998708272235,1.2917277129427661e-07,0.9999999786492463,-0.6829621404863291,-0.4246474488760424,-0.6033502706955267,-0.3297329422059362,0.5835613693202141,0.05466073799865889
ER_n006_p030_r08,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r08.edgelist,6,0.3,8,4,0.26666666666666666,10.0,100,0.1,1.0,0.0007593999907840043,0.03192900001886301,0.12069779998273589,0.2607265999831725,optimal,SCS,-2.000009920384026,0.0100599,350,1e-06,0.2499997438731173,0.4999998622076369,0.3333331166512929,0.12909950598116335,2.220446049250313e-16,6.070699498650356e-13,2.220446049250313e-16,1.7741363933510002e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.7377499684363693,0.2482726165762323,-2.0,0.764775787777841,-1.7963261029133868,0.1846610721356512,0.9470189629578043,-1.6850519798798118,0.27262464978853573,-2.0,0.7134353618999484,-1.723194668028259,0.22568297283982738,0.9694151730484678,0.052697988556557496,0.02435203321230342,0.07313143488512774,0.04102190070417619,-0.05134042587789267,0.022396210090663504
ER_n006_p030_r09,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p030_r09.edgelist,6,0.3,9,2,0.13333333333333333,10.0,100,0.1,1.0,0.0004962999955751002,0.027594199986197054,0.11688469999353401,0.1900147999986075,optimal,SCS,-2.000018495331131,0.0090507,275,1e-06,1e-06,0.4999999943877741,0.3333336629249197,0.2581983704510369,2.220446049250313e-16,8.264500195309665e-13,2.220446049250313e-16,1.2434497875801753e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.519508872783868,0.3748727519597965,-2.0,0.5815894380306161,-1.5748762049194514,0.29978911103329897,0.9651751552294145,-1.7740908290660404,0.21384897077289156,-2.0,0.7935739331036636,-1.7968692183474417,0.17565241227042847,0.9873256395517954,-0.2545819562821725,-0.16102378118690497,-0.22199301342799038,-0.1241366987628705,0.2119844950730475,0.02215048432238087
ER_n006_p050_r00,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r00.edgelist,6,0.5,0,9,0.6,10.0,100,0.1,1.0,0.0005092000064905733,0.020149299991317093,0.09803890000330284,0.20514130001538433,optimal,SCS,-3.0000115482456704,0.0040076,200,1e-06,0.26635083763269735,0.7336489154531076,0.4999999762120227,0.24576831771922142,2.220446049250313e-16,1.5054624213917123e-13,2.220446049250313e-16,1.7286172493413687e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.664426742086512,0.30734054354518153,-3.0,0.7049934130761746,-2.7211871416915545,0.23549376814576914,0.9552433617633046,-2.945648051769136,0.055884661532807474,-3.0,0.9475563073433422,-2.968077342421499,0.03165981328768695,0.9784212221544109,-0.28122130968262393,-0.25145588201237407,-0.24689020072994428,-0.2038339548580822,0.2425628942671676,0.023177860391106253
ER_n006_p050_r01,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r01.edgelist,6,0.5,1,7,0.4666666666666667,10.0,100,0.1,1.0,0.0005556999822147191,0.022768099996028468,0.106476399989333,0.2138633000140544,optimal,SCS,-3.000014630242208,0.0032233,125,1e-06,1e-06,0.999999,0.4999998255881278,0.3162414017491596,2.220446049250313e-16,2.7755575615628914e-13,2.220446049250313e-16,9.015010959956271e-14,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.6693878980530665,0.30980415352828516,-3.0,0.7120438696551491,-2.7103678912684988,0.24420201642668524,0.9766401050991594,-2.7742365432598985,0.21374192144276716,-3.0,0.7937059642959188,-2.7970021990056844,0.17556176655624317,0.9873337233287145,-0.10484864520683201,-0.096062232085518,-0.08663430773718561,-0.06864024987044207,0.08166209464076968,0.010693618229555057
ER_n006_p050_r02,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r02.edgelist,6,0.5,2,6,0.4,10.0,100,0.1,1.0,0.000543099973583594,0.022111699974630028,0.11106840000138618,0.250603599997703,optimal,SCS,-3.0000135304831903,0.0023142999999999996,100,1e-06,1e-06,0.999999,0.5,0.5477214620600511,2.220446049250313e-16,3.810285420513537e-13,2.220446049250313e-16,1.199040866595169e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.38211387506306,0.4454836730788587,-3.0,0.4796616146021567,-2.4396231029857867,0.3679786644868854,0.9632141289434812,-2.9999997041169117,9.462050948551838e-07,-3.0,0.9999998363838953,-2.99999987082719,1.291728042492963e-07,0.9999999655566951,-0.6178858290538516,-0.4454827268737639,-0.5603767678414036,-0.36797853531408115,0.5203382217817386,0.036785836613213885
ER_n006_p050_r03,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r03.edgelist,6,0.5,3,9,0.6,10.0,100,0.1,1.0,0.0011011000024154782,0.021439400006784126,0.1114884999988135,0.21040630000061356,optimal,SCS,-3.000010681595191,0.002093,100,1e-06,1e-06,0.999999,0.5000000547419877,0.447212701072775,2.220446049250313e-16,1.509903313490213e-13,2.220446049250313e-16,1.7041923427996153e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.558789570504218,0.36797753439585507,-3.0,0.6169553835141824,-2.6323893480816247,0.2817580682816936,0.9397412418238037,-2.927209016540604,0.0674925065645453,-3.0,0.9272090368460568,-2.962229831264616,0.03634358959423363,0.9636045397732798,-0.3684194460363859,-0.30048502783130976,-0.3298404831829913,-0.24541447868745997,0.3102536533318744,0.02386329794947606
ER_n006_p050_r04,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r04.edgelist,6,0.5,4,6,0.4,10.0,100,0.1,1.0,0.0006156000017654151,0.019344700005603954,0.10788769999635406,0.18276689999038354,optimal,SCS,-3.0000200660879712,0.0022672,100,1e-06,1e-06,0.999999,0.5,0.5477214620600511,3.3306690738754696e-16,3.7969627442180354e-13,2.220446049250313e-16,1.2001510896197942e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.4243739760559064,0.42981560884249237,-3.0,0.5123568169613663,-2.499241401860987,0.33044301692932604,0.9522685696353994,-2.99999977508487,5.748504624446669e-07,-3.0,0.9999998494764667,-2.9999998708272235,1.2917277129428154e-07,0.9999999786492352,-0.5756257990289635,-0.4298150339920299,-0.5007584689662363,-0.3304428877565547,0.48764303251510044,0.04773140901383577
ER_n006_p050_r05,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r05.edgelist,6,0.5,5,6,0.4,10.0,100,0.1,1.0,0.000515899999300018,0.02067280001938343,0.10792179999407381,0.2051756999862846,optimal,SCS,-3.0000142578532567,0.0023644,100,1e-06,1e-06,0.999999,0.49999999999999994,0.5477214620600511,2.220446049250313e-16,3.8036240823657863e-13,2.220446049250313e-16,1.2023715356690445e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.490465247076467,0.41303531208454286,-3.0,0.5673210717422965,-2.5467341071844407,0.33274176645227127,0.9655410840356096,-2.9999997750849094,5.748501979877254e-07,-3.0,0.9999998494764711,-2.9999998708272235,1.2917277129421947e-07,0.9999999786492396,-0.5095345280084422,-0.41303473723434486,-0.4532657636427828,-0.33274163727949996,0.4326787777341746,0.03445889461363005
ER_n006_p050_r06,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r06.edgelist,6,0.5,6,7,0.4666666666666667,10.0,100,0.1,1.0,0.0005098000110592693,0.022516199998790398,0.1181452999881003,0.24210020000464283,optimal,SCS,-3.0000086001670407,0.0028094,100,1e-06,1e-06,0.999999,0.5,0.5477214620600511,2.220446049250313e-16,2.795541576006144e-13,2.220446049250313e-16,1.2034817586936697e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.4462977971934055,0.4158150126952224,-3.0,0.5268038687721575,-2.512969375208874,0.32643235950984045,0.9576815582627674,-2.999999846052971,2.0349495860912364e-07,-3.0,0.999999862569059,-2.999999870827256,1.2917273833915754e-07,0.9999999917417963,-0.5537020488595656,-0.4158148092002638,-0.48703049561838174,-0.3264322303371021,0.4731959937969016,0.04231843347902897
ER_n006_p050_r07,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r07.edgelist,6,0.5,7,9,0.6,10.0,100,0.1,1.0,0.0005166000046301633,0.024165299982996657,0.12301599999773316,0.2232965000148397,optimal,SCS,-4.000017779418804,0.0023826999999999997,100,1e-06,1e-06,0.999999,0.6666663333333332,0.5163967466987632,2.220446049250313e-16,1.3500311979441904e-13,2.220446049250313e-16,1.8807178037150152e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-3.744479329720177,0.2501879503881422,-4.0,0.7726208455091744,-3.765528643728001,0.2123950505616437,0.9887390115724183,-3.9999997402853285,5.931337800170906e-07,-4.0,0.9999998091715305,-3.9999998277695403,1.7223045276029238e-07,0.9999999814019763,-0.2555204105651514,-0.25018735725436214,-0.23447118404153944,-0.21239487833119094,0.2273789636623561,0.011260969829558043
ER_n006_p050_r08,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r08.edgelist,6,0.5,8,5,0.3333333333333333,10.0,100,0.1,1.0,0.0006449999928008765,0.02500670001609251,0.09589799999957904,0.245439600024838,optimal,SCS,-3.0000195437545956,0.0031819,100,1e-06,1e-06,0.999999,0.5,0.5477214620600511,2.220446049250313e-16,4.936051567483446e-13,2.220446049250313e-16,1.2012613126444194e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.4881091979112853,0.42992891293459773,-3.0,0.5714766267006427,-2.542877146139202,0.34887878792075555,0.9671508819219901,-2.999999704116858,9.462054094670477e-07,-3.0,0.9999998363838853,-2.99999987082719,1.2917280424931768e-07,0.9999999655566851,-0.5118905062055727,-0.42992796672918826,-0.4571227246879883,-0.3488786587479513,0.42852320968324265,0.032849083634695075
ER_n006_p050_r09,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p050_r09.edgelist,6,0.5,9,7,0.4666666666666667,10.0,100,0.1,1.0,0.0006303999980445951,0.025995599979069084,0.11257980001391843,0.22611099999630824,optimal,SCS,-3.0000153357518435,0.0052578,200,1e-06,1e-06,0.999999,0.5000003362640894,0.4482516993459433,2.220446049250313e-16,2.753353101070388e-13,2.220446049250313e-16,1.709743457922741e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.7207730570629307,0.26541703123831845,-3.0,0.7516071033824928,-2.7816220402586165,0.19727825429603543,0.9459680593378705,-2.929719520127162,0.0653412525728474,-3.0,0.929719561289987,-2.963580010455812,0.035093580178431984,0.9648597399027413,-0.20894646306423148,-0.20007577866547105,-0.18195797019719562,-0.16218467411760346,0.1781124579074942,0.018891680564870783
ER_n006_p070_r00,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r00.edgelist,6,0.7,0,10,0.6666666666666666,10.0,100,0.1,1.0,0.0007030000269878656,0.021512500010430813,0.11424300001817755,0.23511710000457242,optimal,SCS,-4.000007860193572,0.0021926999999999997,100,1e-06,1e-06,0.999999,0.6666663333333334,0.5163967466987632,2.220446049250313e-16,9.769962616701378e-14,2.220446049250313e-16,1.8818280267396403e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-3.5469601183513153,0.374819602874135,-4.0,0.6070862431333905,-3.5854990825030058,0.3170026356135591,0.9769876027105965,-3.999999740285393,5.931334375052239e-07,-4.0,0.9999998091715425,-3.9999998277695403,1.7223045276023298e-07,0.9999999814019883,-0.45303962193407754,-0.3748190097406975,-0.4145007452665346,-0.3170024633831064,0.392913566038152,0.023012378691391833
ER_n006_p070_r01,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r01.edgelist,6,0.7,1,8,0.5333333333333333,10.0,100,0.1,1.0,0.0005591000081039965,0.03075529998750426,0.11280940001597628,0.22294690000126138,optimal,SCS,-2.0000007187352304,0.011289500000000001,325,1e-06,0.3139902007796347,0.37201907717270644,0.3333331595774999,0.029965982915686983,2.220446049250313e-16,2.0805579481475434e-13,2.220446049250313e-16,1.241229341530925e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-1.8150990206378323,0.16830083703070656,-2.0,0.8237193118327075,-1.9226833360984832,0.0749247600851607,0.8910118045056192,-1.8054203700585454,0.17714861649960245,-2.0,0.8155512022418152,-1.8710440259587786,0.12127630410832921,0.9315059872977328,0.009678650579286963,0.008847779468895894,0.051639310139704575,0.0463515440231685,-0.008168109590892314,0.04049418279211359
ER_n006_p070_r02,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r02.edgelist,6,0.7,2,11,0.7333333333333333,10.0,100,0.1,1.0,0.000495800020871684,0.02061230002436787,0.11677639998379163,0.22742499999003485,optimal,SCS,-4.000001960695345,0.001865,75,1e-06,1e-06,0.999999,0.6666669951706958,0.40824714973567466,2.220446049250313e-16,2.1582735598713043e-13,2.220446049250313e-16,2.738920201750261e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-3.810227247142669,0.18311367114332744,-4.0,0.8244693363214626,-3.855257163909903,0.1381008991204473,0.9561643709315295,-3.9272089817407303,0.06749252484856495,-4.0,0.9272089994747388,-3.96222991280601,0.03634351746505709,0.9636044176485526,-0.1169817345980615,-0.11562114629476249,-0.1069727488961072,-0.1017573816553902,0.1027396631532762,0.007440046717023141
ER_n006_p070_r03,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r03.edgelist,6,0.7,3,8,0.5333333333333333,10.0,100,0.1,1.0,0.00060450000455603,0.021877899998798966,0.11027149998699315,0.20574380000471137,optimal,SCS,-3.000011107114084,0.0023309000000000003,100,1e-06,1e-06,0.999999,0.5,0.5477214620600511,2.220446049250313e-16,2.0805579481475434e-13,2.220446049250313e-16,1.2001510896197942e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.3132599982764597,0.42394118004363895,-3.0,0.4132256412346338,-2.391359035652837,0.3314113241248522,0.9461719889881594,-2.999999846052993,2.034948805545089e-07,-3.0,0.9999998625690657,-2.999999870827256,1.291727383392167e-07,0.999999991741803,-0.6867398477765332,-0.4239409765487584,-0.6086408351744188,-0.33141119495211385,0.5867742213344319,0.05382800275364363
ER_n006_p070_r04,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r04.edgelist,6,0.7,4,15,1.0,10.0,100,0.1,1.0,0.0004361000028438866,0.017601200001081452,0.09017730000778101,0.21716050000395626,optimal,SCS,-6.000005357454086,0.0032513,100,1e-06,0.999999,0.999999,0.999999,0.0,2.220446049250313e-16,1.1272094369019214e-12,2.220446049250313e-16,3.2940317140628395e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-5.877732710883206,0.11977574078496298,-6.0,0.8837949056990156,-5.877732710883205,0.11977574078496295,1.0000000000000002,-5.999999741654206,2.5834578274373414e-07,-6.0,0.9999997416542339,-5.999999741654206,2.5834578274373414e-07,1.0,-0.12226703077100076,-0.11977548243918024,-0.12226703077100165,-0.11977548243918021,0.11620483595521824,-2.220446049250313e-16
ER_n006_p070_r05,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r05.edgelist,6,0.7,5,9,0.6,10.0,100,0.1,1.0,0.0005425999988801777,0.028594100003829226,0.11635709999245591,0.20876230002613738,optimal,SCS,-3.000012137422127,0.008410399999999998,350,1e-06,0.05884619341915618,0.9411540079822638,0.5000001030711728,0.32019798270178934,2.220446049250313e-16,1.503241975342462e-13,2.220446049250313e-16,3.306244167333716e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-2.752513175725562,0.23520417856933445,-3.0,0.7760837001894456,-2.811099572975146,0.17517779782867723,0.9443385009319054,-2.920316481923771,0.07666066833379913,-3.0,0.9219094278022363,-2.9582548362405507,0.04097768863835984,0.9615824222580802,-0.1678033061982087,-0.1585435102355353,-0.14715526326540473,-0.13420010919031738,0.14582572761279067,0.017243921326174805
ER_n006_p070_r06,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r06.edgelist,6,0.7,6,10,0.6666666666666666,10.0,100,0.1,1.0,0.00042169998050667346,0.020955100015271455,0.09497609999380074,0.22678689999156632,optimal,SCS,-4.000011554930343,0.0024291,100,1e-06,1e-06,0.999999,0.6666663040336079,0.4082474883211597,2.220446049250313e-16,9.392486788328824e-14,2.220446049250313e-16,2.7422508708241367e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-3.8672323370293604,0.12784039939224445,-4.0,0.8732051471308089,-3.909786859960727,0.08820589672821828,0.956648596146588,-3.9272089602720843,0.06749269899255993,-4.0,0.9272090126678463,-3.962229783325506,0.03634363716462551,0.9636045610249755,-0.0599766232427239,-0.060347700399684526,-0.05244292336477896,-0.05186225956359277,0.0540038655370374,0.006955964878387455
ER_n006_p070_r07,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r07.edgelist,6,0.7,7,10,0.6666666666666666,10.0,100,0.1,1.0,0.0004700999998021871,0.021999699994921684,0.10797790001379326,0.22259970000595786,optimal,SCS,-4.000011112045877,0.0031718000000000002,125,1e-06,1e-06,0.999999,0.6666666394778801,0.41117794324345686,2.220446049250313e-16,9.314771176605063e-14,2.220446049250313e-16,2.753353101070388e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-3.8675499960472837,0.1263603147933494,-4.0,0.8729165214353569,-3.9058830636574453,0.09138270151647215,0.9604684484105226,-3.9334997784312176,0.06207832289791251,-4.0,0.933499859414644,-3.965606343820153,0.0332107414798649,0.966749919461499,-0.0659497823839339,-0.06428199189543687,-0.05972328016270767,-0.058171960036607254,0.060583337979287055,0.006281471050976428
ER_n006_p070_r08,C:\Users\Gebruiker\Desktop\MSc E&OR\Master Thesis\Formulations Repository\ER_instances\ER_n006_p070_r08.edgelist,6,0.7,8,13,0.8666666666666667,10.0,100,0.1,1.0,0.0005392000020947307,0.019750300009036437,0.1134394999826327,0.2288035999808926,optimal,SCS,-5.000014446548045,0.002231,100,1e-06,1e-06,0.999999,0.8333326666666667,0.40824747396728206,2.220446049250313e-16,4.654054919228656e-13,2.220446049250313e-16,2.582378755278114e-13,continuous_ode_linear_schedule,warm_start_mixer,DOP853,1e-08,1e-10,-4.7368438132981545,0.24853721914738883,-5.0,0.7630415900966917,-4.7497837727970955,0.22634314773141595,0.9928768680260986,-4.99999977645381,2.4006212265965143e-07,-5.0,0.9999997819591787,-4.999999784711889,2.152881012716998e-07,0.9999999972472702,-0.2631559631556559,-0.24853697908526617,-0.2502160119147936,-0.2263429324433147,0.236958191862487,0.007123129221171531
