method,metric,mean,median,ci_low,ci_high,n,improvement_rate,wilcoxon_p_value
warm_start_sdp,delta_energy,-0.407048965628813,-0.3474540768768237,-0.4632505408505676,-0.35376508034373344,120,0.975,1.845428746694392e-21
warm_start_sdp,delta_energy_variance,-0.3073375149630929,-0.28783228968326374,-0.34320029954080894,-0.2734398197533165,120,0.975,1.5106832901830169e-21
warm_start_sdp,delta_p_ground,0.3083902460162022,0.2614867534643194,0.2698744394773702,0.3484366214000713,120,0.9666666666666667,1.988999471943399e-21
warm_start_sdp,delta_expected_feasible_energy,-0.3438404614875782,-0.2829756031059326,-0.394388553826412,-0.29535520044314295,120,0.925,6.708079902321748e-21
warm_start_sdp,delta_feasible_energy_variance,-0.22467254023943972,-0.2219000330508576,-0.2535130843703453,-0.19670301167279317,120,0.9166666666666666,1.044199266901131e-20
warm_start_sdp,delta_p_feas,0.042562037123837666,0.032497969298553295,0.035773789961127254,0.049789586195223945,120,0.9833333333333333,1.4012162987576293e-21
